idrssd,year,bank_name,assets_c,tier1_capital_c,total_loans_c
2533043,2021,AMERICAN METRO BANK,84116,9371,0
2533119,2021,NorthSide Community Bank,281457,56949,0
2536633,2021,Hiawatha Bank & Trust Company,92872,9909,0
2539960,2021,Premier Bank,564732,59699,0
2562137,2021,NORTHSTAR BANK,203305,21153,0
2562164,2021,Coastal Community Bank,1765308,147261,0
2567123,2021,"U.S. Bank Trust Company, National Association",20255,20220,0
2568063,2021,First Command Bank,964639,63407,0
2576134,2021,WebBank,2686814,204028,88171
2577739,2021,"Bank Of Jackson, The",228727,19426,3096
2580243,2021,American Bank,733316,75320,1661
2587916,2021,Marine Bank & Trust Company,425250,30410,1154
2590037,2021,"State Farm Bank, F.S.B.",717331,405682,283827
2594240,2021,Encore Bank,836548,73670,11471
2594419,2021,Edison National Bank,419590,31469,0
2596646,2021,FIRST COMMUNITY BANK,1808025,153938,14573
2597223,2021,"Legacy Trust Company, National Association",31217,27295,0
2598396,2021,Prairie Community Bank,153097,13233,0
2600039,2021,"Computershare Trust Company, National Association",39919,28387,0
2602828,2021,STATE BANK,30354,2696,0
2605566,2021,Eaglemark Savings Bank,116152,12661,7459
2607412,2021,Spring Valley Bank,93119,34009,0
2608754,2021,Mercantile Bank Of Michigan,4418422,419236,22888
2610784,2021,Key Community Bank,64355,5905,0
2614344,2021,Peoples Bank Of East Tennessee,287265,28337,0
2615190,2021,Merrick Bank Corporation,4439614,1076298,1599
2615220,2021,Community First Banking Company,237820,24393,0
2618780,2021,"Texas Capital Bank, National Association",37708641,2904211,283165
2619714,2021,Alliance Bank,288339,36613,160
2621285,2021,Millennial Bank,113036,10027,0
2621940,2021,The Community Bank,142248,15332,0
2624400,2021,"Crystal Lake Bank & Trust, N.A.",1298458,118085,0
2625724,2021,Southwestern National Bank,775500,79600,0
2631172,2021,State Bank Financial,457300,38586,0
2631846,2021,North American Banking Company,873941,63616,773
2634191,2021,Glacier Bank,18492383,1674714,166572
2634351,2021,Macatawa Bank,2641173,248829,5422
2641827,2021,New Covenant Trust Company,6645,6118,0
2642598,2021,Community First Bank,503141,38118,12422
2643595,2021,Pacific Crest Savings Bank,257940,28026,0
2649122,2021,New Mexico Bank & Trust,2032637,161750,0
2649177,2021,The Pitney Bowes Bank Inc.,769474,73168,0
2651899,2021,Cedar Hill National Bank,13687,10713,0
2652092,2021,EagleBank,11021530,1244028,88205
2654911,2021,Principal Bank,4523043,308575,0
2661861,2021,People's Bank Of Commerce,523378,48669,3407
2666400,2021,INDEPENDENT BANK,1214017,130987,17859
2667920,2021,U.S. Bank Trust National Association SD,112770,111415,0
2667939,2021,FARMERS & MERCHANTS BANK OF COLBY,300408,35829,0
2667957,2021,Nebraskaland National Bank,850445,91570,633
2668598,2021,Portage Community Bank,454481,45956,3391
2684552,2021,American Bank of Oklahoma,341722,28465,11974
2686211,2021,Crown Bank,525646,115152,0
2687133,2021,Premier Bank,378102,31162,632
2687487,2021,"TCM Bank, N.A.",270507,50280,0
2692753,2021,"Premier Bank, Inc.",1349113,136787,0
2693264,2021,"Town Bank, N.A.",3027707,236926,0
2694681,2021,American First National Bank,2065901,222673,0
2694944,2021,Alliance Bank,131377,13473,0
2696180,2021,First Community Bank Of Hillsboro,124247,11241,392
2697963,2021,"City First Bank of DC, NA",436194,34166,0
2700984,2021,Wex Bank,2109409,287570,0
2702764,2021,Community Bank of Oelwein,114654,14991,0
2705112,2021,Charter Bank,194460,19803,1154
2705895,2021,Metropolitan Commercial Bank,4329311,374713,0
2708122,2021,Virginia National Bank,848730,79746,0
2710554,2021,Hillsboro Bank,190372,21460,0
2713920,2021,"Stifel Trust Company, National Association",873947,64357,0
2716088,2021,RESOURCE BANK,937949,97983,0
2716828,2021,Premier Bank of Arkansas,190698,25322,0
2717012,2021,Pacific Mercantile Bank,1586916,169138,0
2718596,2021,First Trust Bank Of Illinois,352652,29759,0
2719810,2021,The Chicago Trust Company,115055,110712,0
2723376,2021,ClearPoint Federal Bank   Trust,115698,17515,0
2724766,2021,Community Bank Of Memphis,54767,6042,0
2726050,2021,First Central Bank McCook,124369,13870,0
2728661,2021,GrandSouth Bank,1089284,105820,0
2728746,2021,Home Federal Bank Of Hollywood,49192,6085,0
2729677,2021,"Nationwide Trust Company, FSB",205705,39859,0
2730431,2021,Enterprise Bank,392160,31092,0
2732565,2021,PEOPLES SAVINGS BANK,402319,39712,155
2733263,2021,"American Bank and Trust Company, N.A.",437847,39959,6587
2734729,2021,AMERICAN BUSINESS BANK,3454262,241821,0
2735137,2021,Freedom Financial Bank,232834,19598,0
2735146,2021,"TIAA, FSB",41364818,3246837,178404
2736219,2021,"Transportation Alliance Bank, Inc. Dba Tab Bank",959674,97490,9570
2736291,2021,Popular Bank,10255710,1190758,2738
2736451,2021,"New Peoples Bank, Inc.",755298,71241,389
2736714,2021,Mission Bank,1276708,104367,0
2737980,2021,Northpointe Bank,3305150,347167,1325520
2743244,2021,Red River Bank,2642601,253110,29116
2744782,2021,Union Bank,987295,83442,0
2745426,2021,Legends Bank,597140,54405,10068
2745529,2021,Thrivent Trust Co.,75610,21408,0
2746245,2021,Commerce Bank,148495,15536,205
2746263,2021,FirstCapital Bank of Texas,1843012,182445,1959
2747279,2021,Settlers Bank,142722,17458,0
2747466,2021,Exchange Bank Of Northeast Missouri,195826,15766,0
2747587,2021,NBKC Bank,1148196,156664,202249
2748502,2021,Synergy Bank,671516,69424,0
2749059,2021,Boundary Waters Bank,129335,13808,0
2753917,2021,Idaho Trust  Bank,183625,14909,0
2754222,2021,New Republic Savings Bank,92000,9890,23932
2754389,2021,LINKBANK,424103,44958,0
2756730,2021,Commercial Capital Bank,233568,25453,0
2756767,2021,Sunset Bank & Savings,136473,14819,3807
2756909,2021,"Connecticut Community Bank, N.A.",565409,51328,2407
2757205,2021,"MVB Bank, Inc.",2327778,251565,1062
2758024,2021,LANDMARK COMMUNITY BANK,999316,97413,165
2758613,2021,First Internet Bank Of Indiana,4243064,377678,39584
2759629,2021,FIRST NATIONAL BANK OF HEREFORD,206213,18892,329
2760232,2021,Village Bank,705458,61753,34421
2764212,2021,Parke Bank,2077919,243899,200
2765602,2021,First Citrus Bank,528634,46016,0
2769570,2021,Petit Jean State Bank,208741,30060,0
2769954,2021,North Georgia National Bank,161828,15080,0
2771694,2021,First Home Bank,1544574,72825,208704
2774707,2021,ITS BANK,8751,8160,0
2775151,2021,A B & T,281466,19600,0
2775179,2021,Community First Bank,509321,43285,311
2775692,2021,"Community Bank of Wichita, Inc.",96994,8143,0
2785477,2021,ASIAN BANK,272184,30289,0
2785646,2021,Old Missouri Bank,634439,55792,0
2787770,2021,Bank Of The James,851823,70688,7102
2788656,2021,"Lone Star Capital Bank, National Association",310677,28702,0
2791085,2021,Sunstate Bank,503940,45686,0
2791517,2021,STATE BANK,313722,30662,0
2793593,2021,Southern Bank Of Tennessee,348330,39878,3524
2794732,2021,OPTUS BANK,187302,15195,0
2796277,2021,The Philadelphia Trust Company,20993,14324,0
2797162,2021,Sauk Valley Bank & Trust Company,587448,46558,601
2797210,2021,"Old Point Trust & Financial Services, N.A.",6957,6098,0
2797359,2021,FIRST CENTRAL SAVINGS BANK,686611,56458,0
2797724,2021,TowneBank,14626444,1271291,540798
2800491,2021,Heartland National Bank,532992,45794,1019
2805535,2021,FIRST SECURE COMMUNITY BANK,457977,36015,0
2805928,2021,MADISON COUNTY COMMUNITY BANK,153494,13019,0
2806635,2021,Yampa Valley Bank,438288,35046,0
2806840,2021,Wyoming Community Bank,185318,15556,1179
2806877,2021,The Federal Savings Bank,1419636,160511,1168116
2807173,2021,COMMERCE COMMUNITY BANK,65674,6197,0
2808602,2021,"Capital Bank, NA",1847097,135527,107155
2809373,2021,National Advisors Trust Company,13929,11240,0
2811086,2021,Preferred Bank,68434,5696,0
2815879,2021,GREAT AMERICAN BANK,237342,23748,2491
2819167,2021,Farm Bureau Bank FSB,760397,85602,10000
2819242,2021,The Murray Bank,367817,32544,0
2820604,2021,Millennium Bank,488028,43483,0
2823221,2021,GEORGIA COMMUNITY BANK,382786,41420,0
2826017,2021,"The Glenmede Trust Company, N.A.",133438,56906,0
2826316,2021,Central Bank of Oklahoma,756037,79494,2730
2833882,2021,New Millennium Bank,457416,41580,3431
2834759,2021,Evergreen Bank Group,1243178,134633,0
2835103,2021,Freedom Bank Of Southern Missouri,497153,44874,0
2836306,2021,Buckeye Community Bank,217740,24162,639
2838207,2021,Seattle Bank,679059,75283,0
2839053,2021,Old Mission Bank,132448,15089,0
2839790,2021,First Reliance Bank,707626,78672,35642
2845755,2021,Flagler Bank,400937,38166,0
2845782,2021,"Bessemer Trust Company of California, N.A.",12800,12787,0
2847085,2021,Southern Illinois Bank,141276,15916,0
2847142,2021,Cogent Bank,697446,60505,8160
2849285,2021,BankVista,496136,34702,3596
2849463,2021,First Capital Bank,265365,28892,0
2849801,2021,Southern First Bank,2482257,254092,60258
2850722,2021,BMW Bank of North America,11505711,1631707,0
2850768,2021,CORNERSTONE BANK,272799,17890,3916
2855866,2021,Four Corners Community Bank,436687,47190,0
2855978,2021,Leaders Bank,355345,42094,0
2857600,2021,OAK BANK,415135,38510,465
2858492,2021,Freedom Bank,507772,52950,3684
2858960,2021,The Bancorp Bank,6280420,555138,91314
2860039,2021,Community Bank Of The South,208252,18123,0
2860271,2021,Crown Bank,264997,21400,0
2860459,2021,"Auto Club Trust, Fsb",602777,55406,29926
2861317,2021,Branson Bank,262999,24422,171
2867337,2021,Five Star Bank,1953474,155808,4820
2869162,2021,American Community Bank & Trust,786565,79292,0
2871099,2021,TriStar Bank,357998,29188,1819
2871558,2021,AMERICAN COMMUNITY BANK,237979,29343,0
2877345,2021,InsBank,614870,64035,0
2877484,2021,ALAMERICA BANK,16346,2383,0
2877831,2021,Bank Of Brookhaven,197328,19715,10000
2877840,2021,First IC Bank,764419,84213,6039
2880019,2021,Finwise Bank,314522,37806,20949
2881445,2021,"The MassMutual Trust Company, FSB",90046,25501,0
2882983,2021,Citizens First Bank,267763,22329,0
2883971,2021,Western Heritage Bank,279672,28701,2726
2887399,2021,CenterBank,266515,24534,5202
2889227,2021,Alpine Capital Bank,262937,52878,0
2896216,2021,Florida Business Bank,181597,19683,0
2897633,2021,HOMETOWN BANK OF CORBIN,222498,17911,0
2901558,2021,Champion Bank,85677,15705,0
2903123,2021,Bank of Oak Ridge,536641,50953,0
2905761,2021,Twin City Bank,75838,6433,0
2907019,2021,COMMUNITY FIRST NATIONAL BANK,324593,31217,9684
2907439,2021,California First National Bank,107951,59102,0
2909330,2021,AIG Federal Savings Bank,36986,34033,0
2912750,2021,Security National Trust Company,6093,5417,0
2913702,2021,Bank of Franklin County,301688,25784,705
2913887,2021,Select Bank & Trust Company,1723148,160137,2064
2914268,2021,Fidelity Personal Trust Company,102901,99043,0
2914727,2021,UNITED NATIONAL BANK,247006,34250,0
2915126,2021,CHEAHA BANK,234988,29284,185
2915461,2021,North State Bank,1172152,90385,26552
2916534,2021,"M.Y. Safra Bank, FSB",344708,42917,1470
2916963,2021,U.S. Bank Trust National Association,674324,649605,0
2917184,2021,NEW FRONTIER BANK,117380,10154,0
2917317,2021,Axos Bank,13301163,1163874,78057
2919423,2021,"Canyon Community Bank, National Association",137352,10996,0
2919898,2021,American Bank & Trust Company Inc.,553496,40951,1010
2920287,2021,"Century Bank of Kentucky, Inc.",146134,15625,0
2920773,2021,1st Colonial Community Bank,635862,61462,21859
2921211,2021,Century Bank Of Georgia,265287,22564,0
2921622,2021,"Citizens Bank Of Cumberland County, Inc.",79931,10266,0
2921659,2021,Capital Bank And Trust Company,211195,119129,0
2925620,2021,"Chino Commercial Bank, National Association",314739,27060,0
2925666,2021,Pinnacle Bank,34775324,2933674,119021
2929392,2021,Cornerstone National Bank & Trust Company,889123,75057,24414
2938198,2021,"Northbrook Bank and Trust, N.A.",3851734,280852,0
2938769,2021,OXFORD UNIVERSITY BANK,188210,18941,0
2939001,2021,Century Bank of Florida,102003,8074,0
2939391,2021,Peoples Bank,182041,26038,0
2941068,2021,Nicolet National Bank,4542731,329824,21450
2942690,2021,SIGNATURE BANK,73888344,5973201,407363
2942823,2021,United Bank Of El Paso Del Norte,281427,31900,0
2943615,2021,Community Bank of Pickens County,434045,47850,0
2947556,2021,First Electronic Bank,43692,17064,16367
2948058,2021,First Commercial Bank,599653,67762,11067
2948423,2021,THE BANK OF CLOVIS,259223,28345,0
2949970,2021,United Trust Bank,39237,5627,0
2953418,2021,OptimumBank,234939,19261,0
2954059,2021,Bcb Community Bank,2821981,278229,3530
2954497,2021,WILLAMETTE VALLEY BANK,394918,62368,125738
2957014,2021,American State Bank,770209,77246,0
2958972,2021,Northstar Bank,802017,64945,262
2960555,2021,American Heritage Bank,110368,11436,0
2960788,2021,"Wheaton College Trust Company, National Association",3627,3429,0
2963266,2021,First Carolina Bank,1066591,131885,0
2963275,2021,Mission Bank,157002,11426,0
2963547,2021,Landmark Community Bank,353708,34219,0
2963864,2021,TRADITIONS FIRST BANK,183569,14378,1082
2967796,2021,PEOPLES BANK OF MIDDLE TENNESSEE,160882,20395,0
2970657,2021,"Schaumburg Bank & Trust Company, N.A.",1409281,119335,0
2973041,2021,First Community Trust National Association,13423,7673,0
2973386,2021,SEI Private Trust Company,201800,185153,0
2980209,2021,Barclays Bank Delaware,29961000,4823000,0
2986407,2021,"Westfield Bank, FSB",1843783,172813,223
2989006,2021,Guardian Bank,468287,49362,0
2992501,2021,Cornerstone Bank,210906,17838,0
2992547,2021,"John Deere Financial, F.S.B.",2755507,675505,0
2997216,2021,COMMUNITY BANK OF SANTA MARIA,338602,29226,0
2997748,2021,"First Century Bank, National Association",469430,66923,0
2998576,2021,Celtic Bank,4218429,266294,34464
3005097,2021,COMMUNITY BANK OF MISSOURI,65695,8416,681
3010000,2021,Mariner's Bank,427605,40580,0
3010363,2021,Bankcda,190009,18799,0
3015939,2021,AMG National Trust  Bank,606853,54378,0
3016347,2021,Georgia Banking Company,652862,48964,446001
3017081,2021,Northwestern Mutual Wealth Management Company,366887,259941,0
3019982,2021,THE FREEDOM BANK OF VIRGINIA,767045,72117,45048
3020447,2021,Farmers Bank,270919,34062,0
3022076,2021,Beach Community Bank,573735,53596,6486
3022610,2021,Flatirons Bank,258918,20780,0
3025929,2021,GOGEBIC RANGE BANK,149909,14160,0
3027763,2021,Cornerstone Bank,281843,24455,300
3028902,2021,PREMIER VALLEY BANK,1076615,85456,0
3029253,2021,Everence Trust Company,11466,9011,0
3029589,2021,Cedar Rapids Bank And Trust Company,1958692,196438,206
3032833,2021,Cheyenne State Bank,48135,6625,0
3034257,2021,First Community Bank of Central Alabama,473944,37909,761
3034695,2021,MAIN STREET BANK CORP.,510534,49160,0
3039636,2021,Mission Valley Bank,473139,44676,0
3040418,2021,Community Federal Savings Bank,409392,26426,0
3041358,2021,First Commerce Bank,123834,11596,0
3042234,2021,Bank of Brenham N.A.,566250,55942,479
3045383,2021,"Vanguard National Trust Company, National Association",102535,70609,0
3047659,2021,Dogwood State Bank,611534,78898,9996
3048487,2021,1st Bank Yuma,499495,39527,0
3049635,2021,Douglas National Bank,221490,24484,0
3049729,2021,PLUS INTERNATIONAL BANK,91860,13647,0
3052813,2021,CommerceWest Bank,1320462,63356,0
3057818,2021,Apollo Bank,849931,88278,0
3058114,2021,COUNTRY CLUB TRUST COMPANY NA,15121,14793,0
3066025,2021,"The Goldman Sachs Trust Company, National Association",81442,63218,0
3067929,2021,Town & Country Bank,246489,24408,0
3068579,2021,Embassy Bank for the Lehigh Valley,1442344,109013,0
3070545,2021,"United Community Bank Of West Kentucky, Inc.",329757,37727,0
3075474,2021,First Chatham Bank,462510,36758,4410
3076220,2021,Stifel Bank,3046798,209795,1396
3076248,2021,Stifel Bank & Trust,14672010,1029659,549848
3076453,2021,"Bank of Southern California, NA",1578574,161916,0
3076604,2021,"SIGNATURE BANK, NATIONAL ASSOCIATION",1229134,116450,0
3089752,2021,"Securian Trust Company, N.A.",15651,13391,0
3090833,2021,Drake Bank,161428,12565,2252
3102893,2021,Washington Business Bank,108286,11411,0
3103591,2021,UNITED BANK & TRUST NA,117552,10539,0
3109043,2021,Bankwell Bank,2251445,191579,0
3109146,2021,"Leader Bank, National Association",2177734,305662,186299
3110197,2021,SouthEast Bank,2094997,174780,2951
3116519,2021,American Eagle Bank,339895,31352,0
3120646,2021,Patriot Bank,450766,37138,30042
3120897,2021,Heritage Bank,75118,6495,0
3121072,2021,EnerBank USA,3143139,340550,19015
3122994,2021,Sanibel Captiva Community Bank,612059,39555,4616
3125315,2021,HIGHLANDS COMMUNITY BANK,171501,21019,0
3125557,2021,Oregon Coast Bank,335640,31504,0
3128923,2021,BANK OF LINCOLN COUNTY,181867,20699,0
3131400,2021,"Commerce Bank of Arizona, Inc",355511,27152,0
3133570,2021,Eagle Community Bank,35585,2627,0
3134399,2021,Capital Bank of Texas,84003,10414,0
3134698,2021,Bank of Commerce,358087,37459,1097
3138146,2021,Western Alliance Bank,36574817,3078223,0
3139321,2021,Community Bank Owatonna,71068,5597,0
3140822,2021,Liberty National Bank,494242,45486,216
3141726,2021,"Forcht Bank, National Association",1432367,120252,3491
3145797,2021,York Traditions Bank,640562,64729,54863
3146150,2021,U.S. CENTURY BANK,1501742,127061,0
3148613,2021,Commerce National Bank & Trust,135192,14287,0
3150205,2021,Worthington National Bank,364100,33928,448
3150447,2021,"Charles Schwab Bank, SSB",342023000,17526000,0
3151417,2021,Maple Bank,100154,7904,0
3153233,2021,Metropolitan Capital Bank and Trust,227391,21642,0
3153297,2021,FIRST COMMERCE BANK,474240,42422,0
3154780,2021,Horizon Community Bank,475720,39607,1866
3158546,2021,First Western Trust Bank,1967645,133963,156653
3160978,2021,Integrity Bank & Trust,280595,22996,0
3165357,2021,Community First Bank of Indiana,467063,36349,38965
3166699,2021,Tolleson Private Bank,704567,52343,0
3174920,2021,Citizens Bank & Trust,719870,62912,1080
3177426,2021,First Capital Bank,363543,37706,0
3180136,2021,Independence Bank,67788,18753,7454
3184228,2021,Falcon National Bank,687409,58507,3864
3185579,2021,Clarion County Community Bank,199344,17826,0
3185896,2021,TRINITY BANK N.A.,378159,38778,0
3187395,2021,Willamette Community Bank,218328,20394,0
3187612,2021,Arizona Bank & Trust,1529800,102882,0
